title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
HALIC 纯蒸馏明矾粉，用于腋下和足部除臭，90克,HALIC 纯蒸馏明矾除臭粉 90克 - 消除腋下和脚臭,5.04,https://cf.shopee.vn/file/vn-11134207-7ras8-m3dor7ybv2ykea,http://shopee.vn/product/698106699/24353763760,足部护理,洗护类,IVCN2026010510542,225909892068,https://detail.1688.com/offer/902613577481.html?,1688参考链接,04-20发布,24353763760,9.61,4月,1
ROU ni Son 猫眼凝胶，透明水晶效果，玻璃珠，闪亮珠光，亮白色，专为缎面猫眼套装设计,缎面猫眼,5.22,https://cf.shopee.vn/file/vn-11134207-820l4-mei49uyzpedgc9,http://shopee.vn/product/1618360778/44471354560,指甲护理,甲油胶,IVCN202512035304,234547193242,https://detail.1688.com/offer/922727168282.html?fromkv=cbuPcPlugin:searchEngineRecommend&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,44471354560,93.11,4月,1
美甲师手托（适用于T8、T9、T10、T11型机器（附带组装视频）） - 黑色，适用于T8、T9、T10、T11型机器,黑色，适用于T8、T9、T10、T11型号,40.44,https://cf.shopee.vn/file/vn-11134207-7ras8-md2uc23kn0pof7,http://shopee.vn/product/75386966/42211689572,指甲护理,手枕,IVCN202512035930,271429704696,https://detail.1688.com/offer/816002571850.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,42211689572,40.45,4月,1
美甲师手托（适用于T8、T9、T10、T11型机器（附带组装视频）） - 灰色，适用于T8、T9、T10、T11型机器,灰色，适用于T8 T9 T10 T11机型,40.46,https://cf.shopee.vn/file/vn-11134207-7ras8-md2uc23kn0pof7,http://shopee.vn/product/75386966/42211689572,指甲护理,手枕,IVCN202512035932,271429704697,https://detail.1688.com/offer/816002571850.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,05-18发布,42211689572,40.46,6月,1
ROUni 甜美透明糖果果冻凝胶指甲油，色彩多样独特，专为美甲行业设计——马卡龙糖果套装,套装马卡龙糖果,12.69,https://cf.shopee.vn/file/vn-11134207-820l4-megvurqygkxz77,http://shopee.vn/product/1618360778/42071499200,指甲护理,甲油胶,IVCN202512036032,276809689012,https://detail.1688.com/offer/969159873341.html?spm=a26352.13672862.offerlist.11.41941e62YI7J5W&offerId=969159873341&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5917081217294&trace_log=normal&uuid=b63d6294bdb34ff5a8fc9b49968289ad&forcePC=1763462275638,1688参考链接,05-18发布,42071499200,12.69,6月,1
全新 Fitomagia T10 凝胶美甲烘干机 – 强劲 80W – 大容量烘干室 – 快速烘干，沙龙级品质，买一送一！,全新 Fitomagia T10 凝胶美甲烘干机 – 强劲 80W – 大容量烘干室 – 快速烘干，沙龙级品质，买一送一,82.64,https://cf.shopee.vn/file/vn-11134207-820l4-mfasehpvl0co3d,http://shopee.vn/product/1032323216/44458845878,指甲护理,美甲灯,IVCN202512036064,280742760251,"https://detail.1688.com/offer/758266008728.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/842937480358.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982",1688参考链接,05-18发布,44458845878,82.65,6月,1
超棒美甲凝胶指甲油套装，60色（全盒粉色系，包含色卡+底油和亮油） - 60种高品质粉色系指甲油+色卡，15毫升/瓶,60片优质玫瑰花瓣+图表，15毫升/瓶,96.1,https://cf.shopee.vn/file/vn-11134207-7r98o-lpjjoie9o84vfc,http://shopee.vn/product/65790976/10202757436,指甲护理,甲油胶,IVCN202604289446,105365934289,https://detail.1688.com/offer/694864875062.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-28发布,10202757436,96.11,5月,1
<JC> 买一送二 足部保湿霜 护手霜 防干裂 防干燥 柔嫩护肤_3 粉色,3 粉色,3.52,https://cf.shopee.ph/file/ph-11134207-7rasc-m0d98dlkihri12,http://shopee.ph/product/324019516/24277584198,手部护理,护理类,IVCN202604289450,157470383976,https://detail.1688.com/offer/826964384111.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-28发布,24277584198,3.53,5月,1
5合1梯形指甲油打磨头，向上打磨指甲油头_钢制梯形头130,130毫米钢梯顶,8.5,https://cf.shopee.vn/file/vn-11134207-820l4-meb5rbyg11xh56,http://shopee.vn/product/896114028/21890944626,指甲护理,打磨头,IVCN202512256960,188690927385,https://detail.1688.com/offer/660627833777.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,21890944626,13.47,4月,1
<JC> 买一送二 足部保湿霜 手部护理霜 防干裂 防干燥 柔嫩肌肤护理_2 蓝色 1 粉色,2个蓝色，1个粉色,3.52,https://cf.shopee.ph/file/ph-11134207-7r98p-lws64kmq0g2p3c,http://shopee.ph/product/324019516/24277584198,手部护理,护理类,IVCN2026010510662,195189275390,https://detail.1688.com/offer/755964834005.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,05-18发布,24277584198,3.53,6月,1
Kit 36​​ Esmalte em Gel D&Z Bella Rosa Lirio Sioux Real Love Zem K&S Girl Fatale Unha Unhas Nail Art_Kit 36​​ Esmalte em Gel D&Z Bella Rosa Lirio Sioux Real Love Zem K&S Girl Fatale Unha Unhas Nail Art,Kit 36​​ Esmalte em Gel D&Z Bella Rosa Lirio Sioux Real Love Zem K&S Girl Fatale Unha Unhas Nail Art,54.82,https://cf.shopee.com.br/file/br-11134207-7r98o-m9kcn0equud52a,http://shopee.com.br/product/308496103/22593975926,手部护理,甲油胶,IVCN202604289454,199607181127,https://detail.1688.com/offer/867089505414.html?spm=a26352.b28411319/2508.0.0,1688参考链接,04-28发布,22593975926,54.82,5月,1
去除皮肤赘生物、痣、疣和鸡眼工具_组合装：赘生物 + 疤痕,组合：标签 + 疤痕,3.43,https://cf.shopee.com.my/file/my-11134207-7r991-lynl9d4b92lc40,http://shopee.com.my/product/78048968/25376710083,足部护理,护理类,IVCN2026010510506,232731325277,"https://detail.1688.com/offer/682136584335.html?spm=a26352.13672862.offerlist.194.eb071e62ZoYKZp&cosite=-&tracelog=p4p&_p_isad=1&clickid=f9cff7556de94a85acb3ce4f81fe002f&sessionid=feea33f6b1679339912cc58e585eabb3
https://detail.1688.com/offer/832960530079.html?spm=a26352.13672862.offerlist.4.7eb31e62JZITgo",1688参考链接,04-20发布,25376710083,7.3,4月,1
去除皮肤赘生物、痣、疣和鸡眼的工具_TAG 解决方案,标签解决方案,1.33,https://cf.shopee.com.my/file/my-11134207-7r98u-lynl95dqkqjta6,http://shopee.com.my/product/78048968/25376710083,足部护理,护理类,IVCN2026010510504,232731325278,https://detail.1688.com/offer/682136584335.html?spm=a26352.13672862.offerlist.194.eb071e62ZoYKZp&cosite=-&tracelog=p4p&_p_isad=1&clickid=f9cff7556de94a85acb3ce4f81fe002f&sessionid=feea33f6b1679339912cc58e585eabb3,1688参考链接,04-20发布,25376710083,4.64,4月,1
【3瓶 x 100毫升 除臭足部喷雾】Greenika 除臭足部止汗除臭喷雾_100毫升_强效型,100ML_ExtActive,24.09,https://cf.shopee.ph/file/sg-11134201-7rdwo-mc3oaj1rnhzs1b,http://shopee.ph/product/92793143/27388609611,足部护理,洗护类,IVCN2026010510454,243621151123,https://detail.1688.com/offer/892959204591.html?kj_agent_plugin=aliprice&fromkv=xytTrace:1,1688参考链接,04-20发布,27388609611,24.09,4月,1
【3瓶 x 100毫升 除臭足部喷雾】Greenika 除臭足部止汗除臭喷雾_100毫升_果香型,100毫升_果味,24.45,https://cf.shopee.ph/file/sg-11134201-7rdwl-mc3oamlog9mo21,http://shopee.ph/product/92793143/27388609611,足部护理,洗护类,IVCN2026010510452,243621151124,https://detail.1688.com/offer/892959204591.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,27388609611,24.46,4月,1
迷你600片装12格混合水晶块套装 - 12格托盘，内含600块超亮迷你水晶块（白色迷你水晶）,600伏白色迷你石,5.68,https://cf.shopee.vn/file/vn-11134207-820l4-mgn8ewhfec5n3b,http://shopee.vn/product/1104075337/41953230265,指甲护理,美甲饰品,IVCN202512256560,265268161058,https://detail.1688.com/offer/978783554891.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,41953230265,18.5,4月,1
Rouni R21 超亮钻石亮油，优质产品，15ml 瓶装 🌸 Nam Phuong Nail 🌸_Rouni R21 钻石亮油,顶级钻石 Rouni R21,8.25,https://cf.shopee.vn/file/cn-11134207-7ras8-mcs11f0oypz416,http://shopee.vn/product/695651887/42610805502,指甲护理,甲油胶,IVCN202512256450,290907856485,https://detail.1688.com/offer/970128427297.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17663757697868831e0f98&token=EvF8YmMfT4q4XUuRsz0kiAMvqJ%2FW3%2FsOv9hoHZ6rdPlvJ%2Bh2rodTHj2TXoZ1cq%2FF,1688参考链接,04-20发布,42610805502,8.25,4月,1
ROUni 猫眼凝胶指甲油，含玻璃珠，6 色，秋冬蓝色调，专业美甲沙龙套装_MMS 套装,设置彩信,21.18,https://cf.shopee.vn/file/vn-11134207-820l4-mfex7682eqkv62,http://shopee.vn/product/1618360778/43722809402,指甲护理,甲油胶,IVCN202512256394,301853153681,https://detail.1688.com/offer/992953739078.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUSCFLJCFGTSKKRDTIWSUKNGUEWCIIJIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EJFHUEV2HIU2EISKNKJKUOQSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688参考链接,05-18发布,43722809402,21.18,6月,1
专业指甲钳，24K镀金，Nghia M.555,专业24K镀金钢制指甲钳 Nghia M.555,7.16,https://cf.shopee.vn/file/vn-11134207-820l4-mhoydtuc1n9cc2,http://shopee.vn/product/112790091/2266218625,指甲护理,死皮剪,IVCN202512257292,22910972013,https://detail.1688.com/offer/596317406287.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,2266218625,11,4月mall,1
Animo 高级指甲钳（RK3668，带储物盒）_Animo 高级指甲钳（RK3668，带储物盒）,Animo 高级指甲钳（RK3668，带储物盒）,1.03,https://cf.shopee.vn/file/sg-11134201-7rdx9-mdeibso241mye4,http://shopee.vn/product/27495839/19766111998,指甲护理,指甲剪,IVCN202512256950,193399965925,https://detail.1688.com/offer/652018762405.html?spm=a26352.b28411319.offerlist.5.6c0c1e62udIf0b,1688参考链接,04-20发布,19766111998,3.23,4月mall,1
OVIE ROCK 足部去茧器，去除角质，软化并提亮足跟，可充电电池，包含 2 个去茧头_ROCK 足部去茧器,硬茧去除剂,52.86,https://cf.shopee.vn/file/vn-11134207-7r98o-lpzzoz5yil02e4,http://shopee.vn/product/243828760/14494471833,足部护理,电动磨脚器,IVCN2026010510564,220148290271,https://detail.1688.com/offer/670449637262.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,14494471833,69.36,4月mall,1
BORN PRETTY 60克透明不粘指甲延长胶，适用于3D美甲造型，强力凝胶，适用于假指甲_乳白色 - 60毫升 🔥,乳白色 - 60毫升 🔥,6.92,https://cf.shopee.vn/file/cn-11134207-7ras8-mbhyxpr1ppgw25,http://shopee.vn/product/298601961/40256408034,指甲护理,甲油胶,IVCN202512256578,260537796371,https://detail.1688.com/offer/873986538831.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,40256408034,10.74,4月,1
BQ-858-8 指甲粉尘吸尘器 - 80W，有效去除指甲粉尘，操作简单，小巧轻便，易于移动_白色,白色的,33.92,https://cf.shopee.vn/file/vn-11134207-7r98o-lylnxo0moh4178,http://shopee.vn/product/1211751538/27357113038,指甲护理,吸尘器,IVCN202604289458,98973393569,https://detail.1688.com/offer/963786914098.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=c6091ddeaf1e2cd50eb48f07b526833a&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC177D6A8FE3F9FCBAD453E92F90A8176C60162C05C854D782CB08C56DCB2B08C07EEF6D6099BA67CE089F770C23C101B7E3D39565565833B85E39215AD42821452C961CDDD305CD71A512C7356FAEFBA8173C582B20CAF083D03203F6F129ADF4FEB28BEDC3FEC8681434097A78594C432518DE487C864FFFC0D9C4AEB916485B0F271659A50ED338CCFF4AD597E6AFE9%26cbu_cps_trace_flag%3Dwrite,1688参考链接,04-28发布,27357113038,33.93,5月,1
正品 SNRQI T8 凝胶固化灯 72W 60颗 LED/UV 灯管 - 大容量美甲固化灯，带手托（3个月保修）_英文包装盒,英文框,56.31,https://cf.shopee.vn/file/sg-11134201-22110-b812nkppd2jvc5,http://shopee.vn/product/156756262/20563230107,指甲护理,美甲灯,IVCN202604289460,175133744132,https://detail.1688.com/offer/675503218585.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-28发布,20563230107,56.32,5月,1
Annie's 无底猫眼指甲油 水晶猫眼石光疗指甲油_1,1,4.02,https://cf.shopee.vn/file/cn-11134207-7ras8-mbc4z4diu1xh47,http://shopee.vn/product/1582074978/44208565266,指甲护理,甲油胶,IVCN202601168127,198598939233,https://detail.1688.com/offer/852279895909.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,44208565266,4.03,4月,1
电动钉子粉尘收集器 BQ-858_BQ-885 白色,BQ-885 白色,49,https://cf.shopee.vn/file/vn-11134207-7r98o-luixvohix2c248,http://shopee.vn/product/1053554807/24126502086,指甲护理,吸尘器,IVCN202604289464,222728019007,https://detail.1688.com/offer/597558895231.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-28发布,24126502086,49,5月,1
Ouboli Biab 指甲滋养填充剂（美甲专用）_产品编号 01,代码 01,3.8,https://cf.shopee.vn/file/vn-11134207-7r98o-lvn7pg9rb915b3,http://shopee.vn/product/371414466/28750771229,指甲护理,甲油胶,IVCN202601168065,232823301533,https://detail.1688.com/offer/740530956285.html?spm=a26352.b28411319.offerlist.6.ede11e62OdfOcI&cosite=-&tracelog=p4p&_p_isad=1&clickid=7f5ef7e4835c448e87bed21d784809f6&sessionid=336dea14f22d8bce5f4d5fcd7022bd6b,1688参考链接,04-20发布,28750771229,3.81,4月,1
电动去茧器，电动磨脚器二合一，可充电专业足部打磨器，去除足部干燥死皮_黑色,黑色的,50,https://cf.shopee.com.my/file/sg-11134201-7rdyh-lz3hmpxlanvm54,http://shopee.com.my/product/303844084/26808198739,足部护理,电动磨脚器,IVCN202601168053,236662793555,https://detail.1688.com/offer/714793891342.html?,1688参考链接,04-20发布,26808198739,54.74,4月,1
（高）一套逼真的美甲练习用人造手指模型，节省招募美甲模特的时间。5根手指（5种尺寸）,5根手指（5种尺寸）,6.86,https://cf.shopee.vn/file/vn-11134207-7ras8-mbwvhr2d7xedb7,http://shopee.vn/product/1304485633/26256044153,指甲护理,手模,IVCN202601168019,246248359305,https://detail.1688.com/offer/782779135171.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,26256044153,6.86,4月,1
安吉莉卡高级白色油漆，20毫升瓶装，高光泽增强剂 ANG-SGT,Angelica 高级白色指甲油，20ml 瓶装，提供绝对光泽 (ANG-SGT),4.85,https://cf.shopee.vn/file/vn-11134207-7ra0g-m95gq0ih8vgkb1,http://shopee.vn/product/265718999/27282479318,指甲护理,甲油胶,IVCN202601168007,248109162073,https://detail.1688.com/offer/740756038448.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=bccbd5288ea12ad77c347929b100c2cb&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCD9167B64D8C8054E6C14FDB79D7B2707760608E376167AE0C37AC68A2C12576A7EEF6D6099BA67CE089F770C23C101B75D779A5B848C3A64A5BF500D36CB9700CE3FC94EE1C51F58F75875E9C2C85B7D173C582B20CAF083E0F96DB040EFA4C1C18B857589F5C63F89C4C86045AB7865A096023A80420740369AF29DFC8309798C4B7FFD1BF70EE474D580A43CF93DE3%26cbu_cps_trace_flag%3Dwrite,1688参考链接,05-18发布,27282479318,4.85,6月,1
威尔逊心形钻石纹理，正品高品质，无需加热，无痛，超光滑，M-中等银,M-中等银色,19,https://cf.shopee.vn/file/vn-11134207-820l4-mek9nydee1ac33,http://shopee.vn/product/60396670/25165044907,指甲护理,打磨头,IVCN202601167902,281536091192,https://detail.1688.com/offer/758947540512.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,25165044907,26.6,4月,1
凡士林护手霜 40g 润肤美白护手霜 抗衰老护手霜，适用于干性皮肤，修复干燥双手，令双手更光滑亮泽。护手霜保湿霜，适用于脚部和手部干裂。圣诞礼物_买二送一,买二送一,7.5,https://cf.shopee.com.my/file/cn-11134207-7ras8-mdbmezhk2nbwc0,http://shopee.com.my/product/1516164393/44312408441,手部护理,护理类,IVCN202601167890,291038598813,https://detail.1688.com/offer/939632667874.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,44312408441,25.81,4月,1
瑞德博士护理皮肤和足部护理凝胶 | 伤口凝胶 | 糖尿病 | 湿疹 | 博士护理凝胶,1 博士护理凝胶,15.08,https://cf.shopee.com.my/file/my-11134207-7rase-mckgh77gnk8f3c,http://shopee.com.my/product/959198942/40860011662,足部护理,护理类,IVCN202601167875,300840778022,https://detail.1688.com/offer/987284335950.html?fromkv=cbuPcPlugin:searchEngineRecommend&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,04-20发布,40860011662,59.34,4月,1
RUNBEN 裂纹足跟凝胶：深层滋润、滋养并舒缓干燥皲裂的足跟。60毫升,60毫升,9.48,https://cf.shopee.vn/file/cn-11134207-7ras8-m4y7bk6fvx6ef4,http://shopee.vn/product/1261560540/27762345019,足部护理,护理类,IVCN202601168013,246666287337,https://detail.1688.com/offer/974424180249.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688参考链接,04-20发布,27762345019,19.4,4月,1
EUBOS 足部及皲裂脚跟霜两支装 - 滋润肌肤，减少老茧，敏感肌肤适用，100毫升软管装,EUBOS 足部及皲裂脚跟霜两支装：滋润肌肤，减少老茧，敏感肌肤适用，100毫升软管装,5,https://cf.shopee.vn/file/sg-11134201-81zu3-mj1kzplc2ex389,http://shopee.vn/product/287481138/40658898807,足部护理,护理类,IVCN202601167880,295747603659,https://detail.1688.com/offer/995777760388.html?spm=a26352.13672862.offerlist.4.44f2e574y5rr3X&offerId=995777760388&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=526560c75691461fbae40bc37d0a73b7&skuId=6139100415306&forcePC=1767776910390,1688参考链接,04-20发布,40658898807,103.99,4月,1
FASHIONSIR 20色凝胶指甲油套装，棕色调，质地浓稠顺滑，附色卡。,FASHIONSIR 20色凝胶指甲油套装，棕色系，质地浓稠顺滑，附赠色卡。,75.2,https://cf.shopee.vn/file/vn-11134207-820l4-mhfy2k9ce03ycd,http://shopee.vn/product/989237433/48402866397,指甲护理,甲油胶,IVCN2026012010557,375274485780,https://detail.1688.com/offer/970635259947.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688参考链接,05-18发布,48402866397,75.2,6月,1
